Feature {i+1},Feature {i+1},Feature {i+1},Feature {i+1},Feature {i+1},Feature {i+1},Feature {i+1},Target
-0.010125189593770857,1.2918529724983228,1.758626060282285,-2.2234488577356823,0.991914481563381,-0.4096235768573751,-3.1411573117118574,120.34496324003624
0.2796014565486025,-0.9656178952480134,1.1212225251941528,0.8628154097430041,-0.39039687350061186,0.5932604935831807,0.8922275448789753,172.65399329191797
-0.9531159364345387,1.3133826905000758,1.2519485094668095,2.0276899195068876,-0.5500301035179298,2.9480107467420984,-1.3244540441062533,318.6633155302366
-0.1408924512202991,-0.299505495287854,-0.9832281235243345,-0.16885026833498593,-1.7556085326883637,-0.3917886803969333,-0.09954476163875764,-132.40300056534718
1.3019346188133056,0.17154407178150338,-1.2828441217340014,-0.2779035654567292,0.09425607689096775,-2.599815153360377,1.2862001203056546,-322.0323300853001
-0.9784483791825499,-0.8280017669603413,1.0327944637869313,-1.212473224735006,0.3860202045594406,0.16035796309632752,-0.6096895440070935,109.34176141187525
-0.3545588501079775,0.914936115761442,0.13702096796992172,-1.710505844923024,-0.16777102563758423,-0.9115636772560726,1.1177131466574046,-49.10876432900705
0.23975980943670766,0.7529051491281493,1.6019479855331549,-1.2725475166155191,-0.39485722307885596,-0.7525847109047248,2.453051942474998,91.5769810426959
-1.1059055593314309,-0.3549957781316927,-1.7093747763179021,-0.8092214364477882,0.24939180259266155,1.081307633946124,0.07219695582142459,-51.65601922943533
0.1371299600607013,-1.188459787190205,2.105626531194856,0.3236758657027821,-0.5823933193867324,-0.4102321663369418,0.5860646755996177,132.55489819160013
0.667646247007208,-0.7006302899287117,0.4259586482631677,1.2856758986198882,-0.595312177840731,-1.0437992404335015,-1.1198962682840503,-58.72052499106584
-0.7238652962243042,-1.2677155825253676,-0.5592679057047816,-1.1793779546184862,0.19195576897688704,-0.9143955499093295,1.5048581098606195,-120.12909494848763
0.2925522201730481,-0.12234991316772653,0.08805651520291509,0.8519332892278086,0.20678094622081744,0.14888098056315704,-0.23845002422828712,22.43158164690131
0.5337897978961643,0.08132972366089307,1.1708526502464893,0.07799710677311178,-1.4799747328235737,2.377114323398964,-0.928108410750989,298.3773202357364
-1.7801833757451946,-0.43902432835301225,1.089211144388041,1.1499831752176737,-1.6725188699499778,0.03586339345119294,-1.1433464719484154,83.92386247479239
-0.2009320834684455,-0.7591839784854958,-0.6176784918257836,-0.2379399018860262,0.5138861059124158,1.131231144590824,1.7545535074297631,48.2040039456283
0.19525519282770637,-0.9117197703625294,-0.35815518806442626,-1.2296063094517122,0.5233758077248043,0.12116483788803503,0.6790824230607654,-49.01061855522254
0.4223016646430302,2.530582732436628,1.0604217933784639,-1.288225444336954,-0.5181913756185436,-0.44450007237194716,0.5289497823664431,61.781577281846324
-1.130832961930063,-0.7591646801022861,-0.14172122113035818,-0.5080157268257901,1.279426318429043,1.102281481755341,0.25680898465150653,73.70109731993624
-2.4889906780771858,-0.6996260676506951,-0.33580623945729104,-0.9924305439066761,0.7046110365538915,0.5072856598356725,0.7528471132587693,14.872935365028143
0.49043004800739587,0.6583975830628006,0.7985821951992746,0.8880592397062294,0.1765785193255605,0.25164625991485373,0.37282326896696194,77.52671567680818
